Meta,Microsoft,Tesla,Google
0.2715692050215637,0.0281579206458602,0.0281579206458602,0.0281579206458602
-0.03143562863476357,0.07277601264004585,0.07277601264004585,0.07277601264004585
0.032455900262419846,0.05275375392978443,0.05275375392978443,0.05275375392978443
0.16023751682479426,0.1073427487308336,0.1073427487308336,0.1073427487308336
-0.08236811527512244,-0.05298626096540915,-0.05298626096540915,-0.05298626096540915
0.08750774166051878,0.0831177797542042,0.0831177797542042,0.0831177797542042
0.006373036269430088,0.017243930123115092,0.017243930123115092,0.017243930123115092
-0.04407145227969833,0.011667989677317525,0.011667989677317525,0.011667989677317525
-0.04087895773015515,0.008486856169397372,0.008486856169397372,0.008486856169397372
0.07620166131848971,0.031216255708956586,0.031216255708956586,0.031216255708956586
0.05212629957087289,0.05586950044882144,0.05586950044882144,0.05586950044882144
0.01790319885887337,0.04174918609627465,0.04174918609627465,0.04174918609627465
-0.016272818514007414,0.07945465591860468,0.07945465591860468,0.07945465591860468
-0.04675351796833205,-0.04828761788844782,-0.04828761788844782,-0.04828761788844782
-0.13337142342509778,-0.026541498257561247,-0.026541498257561247,-0.026541498257561247
0.22727819735111154,0.13632616223268568,0.13632616223268568,0.13632616223268568
0.09955541157301617,0.0225433449148853,0.0225433449148853,0.0225433449148853
0.00879653043309836,0.11055931787175988,0.11055931787175988,0.11055931787175988
0.11714444964103077,0.0073706453582291775,0.0073706453582291775,0.0073706453582291775
0.15583243707046512,0.10009270035834117,0.10009270035834117,0.10009270035834117
-0.10675312659946279,-0.06739678564890161,-0.06739678564890161,-0.06739678564890161
0.004620049743109256,-0.03736985178177299,-0.03736985178177299,-0.03736985178177299
0.052677651135132786,0.05729246773698593,0.05729246773698593,0.05729246773698593
-0.013755991573975557,0.03900588932105742,0.03900588932105742,0.03900588932105742
-0.054290587138811186,0.042891867124286165,0.042891867124286165,0.042891867124286165
-0.002748391730457489,0.0018106483330120327,0.0018106483330120327,0.0018106483330120327
0.14327305611507346,0.014588169924516503,0.014588169924516503,0.014588169924516503
0.10372453775073698,0.06960168266358435,0.06960168266358435,0.06960168266358435
0.011228079691045334,-0.009913554085950071,-0.009913554085950071,-0.009913554085950071
0.057737290070543734,0.08498879203348908,0.08498879203348908,0.08498879203348908
0.024704487136810505,0.05171653861313863,0.05171653861313863,0.05171653861313863
0.06477692331552931,0.05956267158663886,0.05956267158663886,0.05956267158663886
-0.10540879717685692,-0.06611896008150653,-0.06611896008150653,-0.06611896008150653
-0.04661306255577391,0.17629107444741798,0.17629107444741798,0.17629107444741798
0.0027505145123045693,-0.0031059616896744746,-0.0031059616896744746,-0.0031059616896744746
0.03664555054493612,0.01733268117405462,0.01733268117405462,0.01733268117405462
-0.06864871588555876,-0.07534489614826867,-0.07534489614826867,-0.07534489614826867
-0.32634236013719087,-0.03919866733813959,-0.03919866733813959,-0.03919866733813959
0.053689058682126145,0.03186180499094271,0.03186180499094271,0.03186180499094271
-0.09844396429913671,-0.09986704680267944,-0.09986704680267944,-0.09986704680267944
-0.03406994545782438,-0.020358872239649717,-0.020358872239649717,-0.020358872239649717
-0.16726915496420758,-0.0553205880626878,-0.0553205880626878,-0.0553205880626878
-0.013333296124031002,0.09309661725754781,0.09309661725754781,0.09309661725754781
0.024072827501967486,-0.06863998605969868,-0.06863998605969868,-0.06863998605969868
-0.16724974633737322,-0.10926686384951678,-0.10926686384951678,-0.10926686384951678
-0.3133843690572714,-0.003306092828838758,-0.003306092828838758,-0.003306092828838758
0.26771138824768625,0.09912546204442618,0.09912546204442618,0.09912546204442618
0.018966960524419374,-0.060045434114781804,-0.060045434114781804,-0.060045434114781804
0.2379093065617186,0.03331661565667465,0.03331661565667465,0.03331661565667465
0.1743304076369041,0.006496913009942373,0.006496913009942373,0.006496913009942373
0.0,0.0,0.0,0.0
