Meta,Microsoft,Tesla,Google
,,,
-0.12040025823111689,0.012750382049166342,0.012750382049166342,0.012750382049166342
-0.061284403669724874,0.029136763638013097,0.029136763638013097,0.029136763638013097
0.08561376075058647,0.15693802317588168,0.15693802317588168,0.15693802317588168
-0.12315448325531142,0.05438078878433772,0.05438078878433772,0.05438078878433772
0.021765872689938348,-0.010315214308583842,-0.010315214308583842,-0.010315214308583842
0.4790996977130102,-0.0781702640946651,-0.0781702640946651,-0.0781702640946651
0.12201092722855766,0.04899503768844227,0.04899503768844227,0.04899503768844227
0.21651728707877727,-0.0035929039764729387,-0.0035929039764729387,-0.0035929039764729387
-0.00039818833366500606,0.06400243581738096,0.06400243581738096,0.06400243581738096
-0.06373234542386663,0.07681448743292862,0.07681448743292862,0.07681448743292862
0.16251870506354837,-0.018882795203703284,-0.018882795203703284,-0.018882795203703284
0.14492219048775157,0.011494252873563315,0.011494252873563315,0.011494252873563315
0.09413455330030351,0.012420745243128861,0.012420745243128861,0.012420745243128861
-0.12007007186780705,0.06995564943994648,0.06995564943994648,0.06995564943994648
-0.007636171725226681,-0.014393753871980719,-0.014393753871980719,-0.014393753871980719
0.05888257040619904,0.013366261714541583,0.013366261714541583,0.013366261714541583
0.06303320794681211,0.018563801137366998,0.018563801137366998,0.018563801137366998
0.07965523733607904,0.035011965587242955,0.035011965587242955,0.035011965587242955
0.029869207711790358,0.05259499536607981,0.05259499536607981,0.05259499536607981
0.05640204490777889,0.0204710763812459,0.0204710763812459,0.0204710763812459
-0.05123991584969745,0.01272648807751331,0.01272648807751331,0.01272648807751331
0.03613813938226795,0.018317358502292658,0.018317358502292658,0.018317358502292658
0.0041184042774160545,-0.028445931218449405,-0.028445931218449405,-0.028445931218449405
-0.027044258922491404,-0.13024755370834118,-0.13024755370834118,-0.13024755370834118
0.04031085283568148,0.08539593636653775,0.08539593636653775,0.08539593636653775
0.04115486841642557,-0.07274796226900637,-0.07274796226900637,-0.07274796226900637
-0.04196064166917235,0.196261657648795,0.196261657648795,0.196261657648795
0.0053320428589074265,-0.036595354370792754,-0.036595354370792754,-0.036595354370792754
0.08309123416867692,-0.057831816947677805,-0.057831816947677805,-0.057831816947677805
0.09607094891235679,0.05775761912762767,0.05775761912762767,0.05775761912762767
-0.04871824170368588,-0.06809423837057305,-0.06809423837057305,-0.06809423837057305
0.0052555294643854555,0.01700363051470588,0.01700363051470588,0.01700363051470588
0.1342602750998827,0.18933577448421945,0.18933577448421945,0.18933577448421945
0.022261419807184213,0.03248478405176258,0.03248478405176258,0.03248478405176258
0.004029221105702696,0.02079120591687955,0.02079120591687955,0.02079120591687955
0.07213830223052531,-0.007029560201874396,-0.007029560201874396,-0.007029560201874396
-0.04714375766102619,-0.07642038482483215,-0.07642038482483215,-0.07642038482483215
0.06715301285359154,0.08549526168444843,0.08549526168444843,0.08549526168444843
0.0304995973794846,-0.09704872351982619,-0.09704872351982619,-0.09704872351982619
0.010460928551438542,0.06276320558979753,0.06276320558979753,0.06276320558979753
-0.03812809592000821,-0.03452833962264157,-0.03452833962264157,-0.03452833962264157
0.08452925345230367,0.10768032470902189,0.10768032470902189,0.10768032470902189
0.017589163827833376,0.013761450247000706,0.013761450247000706,0.013761450247000706
0.017047264104489424,0.0024364601885913384,0.0024364601885913384,0.0024364601885913384
0.021205277268097733,0.04027777917631181,0.04027777917631181,0.04027777917631181
-0.09596157355669988,0.005674232499139897,0.005674232499139897,0.005674232499139897
-0.02845798899608154,0.031198159017529425,0.031198159017529425,0.031198159017529425
0.13272493352303516,0.040392710659683084,0.040392710659683084,0.040392710659683084
0.040055139039395504,-0.010363526361530595,-0.010363526361530595,-0.010363526361530595
0.04803017807445209,0.029384198186933386,0.029384198186933386,0.029384198186933386
0.05772613042465058,0.03947764896025441,0.03947764896025441,0.03947764896025441
0.00805329118136422,0.02015771282731116,0.02015771282731116,0.02015771282731116
-0.0031692260518645377,-0.013029725832172101,-0.013029725832172101,-0.013029725832172101
0.12100943491878224,0.05469312345858102,0.05469312345858102,0.05469312345858102
0.016070906942392993,0.028473178616500006,0.028473178616500006,0.028473178616500006
-0.006396499352232965,-0.003744804216054831,-0.003744804216054831,-0.003744804216054831
0.05378359728985771,0.11665998433776315,0.11665998433776315,0.11665998433776315
-0.01599469639003337,0.011901875450829547,0.011901875450829547,0.011901875450829547
-0.004063585215290155,0.01627661913452827,0.01627661913452827,0.01627661913452827
0.05910683206535294,0.11070845089188142,0.11070845089188142,0.11070845089188142
-0.045855808474802306,-0.013051310113644576,-0.013051310113644576,-0.013051310113644576
-0.10391438578173673,-0.02666097984411797,-0.02666097984411797,-0.02666097984411797
0.07641283894417583,0.024652131850075643,0.024652131850075643,0.024652131850075643
0.11499999418604645,0.05688621867684618,0.05688621867684618,0.05688621867684618
0.013244384259278208,-0.0023269426275573935,-0.0023269426275573935,-0.0023269426275573935
-0.11187733746839557,0.07575297560335681,0.07575297560335681,0.07575297560335681
0.01825236970387789,0.05891779677756803,0.05891779677756803,0.05891779677756803
-0.06413241482120113,0.018160784863157087,0.018160784863157087,0.018160784863157087
-0.07704009157679281,-0.0661012923117612,-0.0661012923117612,-0.0661012923117612
-0.07365434162711892,0.038198680614150105,0.038198680614150105,0.038198680614150105
-0.06770503472224565,-0.08404724577551859,-0.08404724577551859,-0.08404724577551859
